"transaction_id","date","client_id","produit_id","vendeur_id","quantite","prix_unitaire","montant_total","methode_paiement","statut_livraison","delai_livraison_jours"
"TRX00004350",2023-12-05,"CLI00201","PROD0034","VEND007",1,741.03,741.03,"CB","Livré",5
"TRX00004351",2023-12-05,"CLI00123","PROD0080","VEND013",2,194.4,388.8,"PayPal","Livré",3
"TRX00004352",2023-12-05,"CLI00292","PROD0021","VEND004",2,846.07,1692.14,"CB","Livré",5
"TRX00004353",2023-12-05,"CLI00311","PROD0096","VEND003",1,79.13,79.13,"CB","Livré",3
"TRX00004354",2023-12-05,"CLI00353","PROD0083","VEND016",1,1479.37,1479.37,"CB","Livré",5
"TRX00004355",2023-12-06,"CLI00238","PROD0017","VEND001",2,132.72,265.44,"Virement","Livré",6
"TRX00004356",2023-12-06,"CLI00321","PROD0054","VEND001",1,50.44,50.44,"CB","Livré",1
"TRX00004357",2023-12-06,"CLI00483","PROD0098","VEND008",1,167.17,167.17,"PayPal","Livré",6
"TRX00004358",2023-12-06,"CLI00173","PROD0044","VEND002",1,421.27,421.27,"CB","Livré",3
"TRX00004359",2023-12-06,"CLI00421","PROD0011","VEND010",1,1423.64,1423.64,"PayPal","Livré",5
"TRX00004360",2023-12-06,"CLI00132","PROD0041","VEND006",1,57.87,57.87,"Virement","Livré",5
"TRX00004361",2023-12-06,"CLI00321","PROD0053","VEND005",1,365.13,365.13,"CB","Livré",4
"TRX00004362",2023-12-06,"CLI00043","PROD0055","VEND011",1,179.26,179.26,"CB","Livré",4
"TRX00004363",2023-12-06,"CLI00359","PROD0076","VEND002",1,97.02,97.02,"CB","Livré",3
"TRX00004364",2023-12-06,"CLI00300","PROD0045","VEND002",2,204.67,409.34,"PayPal","Livré",3
"TRX00004365",2023-12-06,"CLI00028","PROD0076","VEND018",1,96.36,96.36,"PayPal","Livré",5
"TRX00004366",2023-12-06,"CLI00338","PROD0066","VEND003",3,1021.3,3063.9,"PayPal","Livré",6
"TRX00004367",2023-12-06,"CLI00036","PROD0037","VEND014",2,209.9,419.8,"CB","Livré",6
"TRX00004368",2023-12-06,"CLI00413","PROD0005","VEND012",1,962.3,962.3,"CB","Livré",1
"TRX00004369",2023-12-06,"CLI00101","PROD0023","VEND003",3,295.32,885.96,"Virement","Annulé",0
"TRX00004370",2023-12-06,"CLI00468","PROD0044","VEND016",1,471.67,471.67,"PayPal","Livré",3
"TRX00004371",2023-12-06,"CLI00146","PROD0010","VEND019",1,465.21,465.21,"CB","Livré",8
"TRX00004372",2023-12-06,"CLI00463","PROD0041","VEND002",3,39.25,117.75,"PayPal","Livré",6
"TRX00004373",2023-12-06,"CLI00093","PROD0063","VEND004",1,982.95,982.95,"CB","Livré",8
"TRX00004374",2023-12-06,"CLI00195","PROD0015","VEND020",2,145.37,290.74,"PayPal","Livré",6
"TRX00004375",2023-12-06,"CLI00406","PROD0065","VEND017",1,577.32,577.32,"PayPal","Livré",6
"TRX00004376",2023-12-06,"CLI00125","PROD0029","VEND020",1,115.01,115.01,"PayPal","Livré",5
"TRX00004377",2023-12-07,"CLI00325","PROD0055","VEND012",3,255.41,766.23,"CB","Livré",7
"TRX00004378",2023-12-07,"CLI00150","PROD0012","VEND013",2,1421.75,2843.5,"PayPal","Livré",3
"TRX00004379",2023-12-07,"CLI00497","PROD0014","VEND016",1,162.08,162.08,"PayPal","Livré",4
"TRX00004380",2023-12-07,"CLI00485","PROD0082","VEND019",2,417.37,834.74,"PayPal","En cours",NA
"TRX00004381",2023-12-07,"CLI00342","PROD0069","VEND006",3,597.75,1793.25,"CB","Livré",4
"TRX00004382",2023-12-07,"CLI00333","PROD0062","VEND012",3,161.31,483.93,"PayPal","Livré",3
"TRX00004383",2023-12-07,"CLI00108","PROD0018","VEND002",1,204.12,204.12,"Virement","Livré",5
"TRX00004384",2023-12-07,"CLI00384","PROD0080","VEND004",1,126.16,126.16,"PayPal","Livré",4
"TRX00004385",2023-12-07,"CLI00213","PROD0023","VEND016",1,291.91,291.91,"CB","Livré",3
"TRX00004386",2023-12-07,"CLI00484","PROD0075","VEND004",2,1442.57,2885.14,"Virement","Livré",2
"TRX00004387",2023-12-07,"CLI00119","PROD0027","VEND008",5,1656.85,8284.25,"CB","Livré",8
"TRX00004388",2023-12-07,"CLI00322","PROD0021","VEND015",2,730.96,1461.92,"CB","Livré",5
"TRX00004389",2023-12-07,"CLI00424","PROD0058","VEND010",2,505.57,1011.14,"CB","Livré",4
"TRX00004390",2023-12-07,"CLI00207","PROD0095","VEND003",2,724.15,1448.3,"CB","Livré",3
"TRX00004391",2023-12-07,"CLI00201","PROD0076","VEND017",1,89.43,89.43,"CB","Livré",7
"TRX00004392",2023-12-07,"CLI00462","PROD0020","VEND015",4,699.38,2797.52,"PayPal","Livré",3
"TRX00004393",2023-12-07,"CLI00397","PROD0041","VEND003",2,45.68,91.36,"CB","Livré",5
"TRX00004394",2023-12-07,"CLI00049","PROD0031","VEND001",1,1626.19,1626.19,"CB","Livré",3
"TRX00004395",2023-12-07,"CLI00324","PROD0084","VEND015",2,380.69,761.38,"CB","Livré",4
"TRX00004396",2023-12-07,"CLI00194","PROD0093","VEND003",1,908.55,908.55,"CB","Livré",2
"TRX00004397",2023-12-07,"CLI00318","PROD0060","VEND010",1,498.09,498.09,"Virement","Livré",4
"TRX00004398",2023-12-07,"CLI00354","PROD0069","VEND018",4,747.32,2989.28,"PayPal","Livré",3
"TRX00004399",2023-12-07,"CLI00134","PROD0053","VEND013",5,408.45,2042.25,"CB","Livré",3
"TRX00004400",2023-12-07,"CLI00393","PROD0076","VEND006",1,60.5,60.5,"Virement","Livré",5
"TRX00004401",2023-12-07,"CLI00069","PROD0061","VEND006",4,244.1,976.4,"CB","Livré",1
"TRX00004402",2023-12-07,"CLI00287","PROD0002","VEND020",5,235.25,1176.25,"CB","Livré",4
"TRX00004403",2023-12-07,"CLI00278","PROD0013","VEND004",1,426.4,426.4,"CB","Livré",4
"TRX00004404",2023-12-07,"CLI00200","PROD0095","VEND003",1,788.1,788.1,"CB","Livré",7
"TRX00004405",2023-12-07,"CLI00389","PROD0019","VEND006",1,825.7,825.7,"CB","Livré",5
"TRX00004406",2023-12-07,"CLI00291","PROD0070","VEND020",2,1436.83,2873.66,"PayPal","Livré",4
"TRX00004407",2023-12-08,"CLI00387","PROD0024","VEND010",1,1099.23,1099.23,"PayPal","Livré",4
"TRX00004408",2023-12-08,"CLI00204","PROD0085","VEND012",1,107.63,107.63,"CB","Livré",1
"TRX00004409",2023-12-08,"CLI00217","PROD0056","VEND013",3,41.29,123.87,"CB","Livré",8
"TRX00004410",2023-12-08,"CLI00006","PROD0022","VEND003",3,414.87,1244.61,"CB","Livré",5
"TRX00004411",2023-12-08,"CLI00011","PROD0097","VEND020",3,623.06,1869.18,"CB","Livré",4
"TRX00004412",2023-12-08,"CLI00185","PROD0089","VEND010",2,2121.94,4243.88,"CB","Livré",5
"TRX00004413",2023-12-08,"CLI00100","PROD0032","VEND007",1,1353.44,1353.44,"CB","Livré",5
"TRX00004414",2023-12-08,"CLI00098","PROD0084","VEND011",1,230.43,230.43,"CB","Livré",3
"TRX00004415",2023-12-08,"CLI00090","PROD0041","VEND019",5,32.55,162.75,"PayPal","Livré",4
"TRX00004416",2023-12-08,"CLI00139","PROD0098","VEND016",3,169.69,509.07,"PayPal","Livré",2
"TRX00004417",2023-12-08,"CLI00084","PROD0057","VEND010",1,136.3,136.3,"CB","Livré",5
"TRX00004418",2023-12-08,"CLI00298","PROD0096","VEND011",2,128.21,256.42,"CB","Livré",3
"TRX00004419",2023-12-08,"CLI00444","PROD0048","VEND010",3,536.08,1608.24,"CB","Livré",3
"TRX00004420",2023-12-08,"CLI00244","PROD0024","VEND006",2,1158.45,2316.9,"CB","Livré",4
"TRX00004421",2023-12-08,"CLI00477","PROD0026","VEND009",1,561.64,561.64,"CB","Livré",5
"TRX00004422",2023-12-08,"CLI00277","PROD0097","VEND005",1,700.36,700.36,"CB","Livré",4
"TRX00004423",2023-12-08,"CLI00327","PROD0060","VEND001",1,401.29,401.29,"CB","Livré",10
"TRX00004424",2023-12-09,"CLI00285","PROD0006","VEND009",1,166.42,166.42,"CB","Livré",8
"TRX00004425",2023-12-09,"CLI00253","PROD0063","VEND016",1,776.37,776.37,"CB","Livré",3
"TRX00004426",2023-12-09,"CLI00010","PROD0029","VEND015",1,210.79,210.79,"CB","Annulé",0
"TRX00004427",2023-12-09,"CLI00322","PROD0054","VEND019",1,54,54,"CB","Livré",2
"TRX00004428",2023-12-09,"CLI00061","PROD0073","VEND001",1,456.41,456.41,"CB","Livré",3
"TRX00004429",2023-12-09,"CLI00422","PROD0091","VEND013",3,90.66,271.98,"PayPal","Livré",4
"TRX00004430",2023-12-09,"CLI00309","PROD0065","VEND018",1,381.75,381.75,"Virement","Livré",5
"TRX00004431",2023-12-09,"CLI00046","PROD0011","VEND007",3,1664.39,4993.17,"CB","Livré",4
"TRX00004432",2023-12-09,"CLI00185","PROD0090","VEND006",1,139.9,139.9,"CB","Livré",3
"TRX00004433",2023-12-09,"CLI00363","PROD0034","VEND008",1,733.62,733.62,"CB","Livré",6
"TRX00004434",2023-12-09,"CLI00336","PROD0083","VEND015",3,1152.71,3458.13,"CB","Livré",5
"TRX00004435",2023-12-09,"CLI00285","PROD0063","VEND020",1,603.3,603.3,"CB","Livré",4
"TRX00004436",2023-12-09,"CLI00318","PROD0079","VEND015",1,734.35,734.35,"CB","Livré",8
"TRX00004437",2023-12-09,"CLI00306","PROD0086","VEND015",1,1333.02,1333.02,"CB","Livré",6
"TRX00004438",2023-12-09,"CLI00092","PROD0100","VEND019",2,1092.97,2185.94,"CB","Livré",4
"TRX00004439",2023-12-09,"CLI00453","PROD0054","VEND012",1,70.26,70.26,"PayPal","Livré",3
"TRX00004440",2023-12-09,"CLI00244","PROD0045","VEND002",2,207.77,415.54,"CB","Livré",6
"TRX00004441",2023-12-09,"CLI00357","PROD0077","VEND006",2,309.28,618.56,"Virement","Livré",6
"TRX00004442",2023-12-09,"CLI00071","PROD0094","VEND008",1,588.3,588.3,"CB","Livré",2
"TRX00004443",2023-12-09,"CLI00135","PROD0008","VEND009",1,1066.88,1066.88,"PayPal","Livré",5
"TRX00004444",2023-12-09,"CLI00383","PROD0085","VEND013",1,80.73,80.73,"CB","Livré",6
"TRX00004445",2023-12-09,"CLI00186","PROD0080","VEND004",1,180.48,180.48,"CB","Livré",4
"TRX00004446",2023-12-09,"CLI00392","PROD0007","VEND017",2,622.26,1244.52,"CB","Livré",4
"TRX00004447",2023-12-09,"CLI00086","PROD0091","VEND007",1,83.22,83.22,"PayPal","Livré",3
"TRX00004448",2023-12-09,"CLI00028","PROD0014","VEND013",3,151.56,454.68,"CB","Livré",3
"TRX00004449",2023-12-09,"CLI00345","PROD0028","VEND015",1,393.67,393.67,"CB","Annulé",0
"TRX00004450",2023-12-10,"CLI00150","PROD0089","VEND003",1,2443.08,2443.08,"CB","Livré",5
"TRX00004451",2023-12-10,"CLI00250","PROD0037","VEND010",1,148.85,148.85,"CB","Livré",3
"TRX00004452",2023-12-10,"CLI00249","PROD0078","VEND010",2,262.97,525.94,"PayPal","Livré",4
"TRX00004453",2023-12-10,"CLI00462","PROD0012","VEND001",3,1697.05,5091.15,"PayPal","Livré",3
"TRX00004454",2023-12-10,"CLI00148","PROD0080","VEND018",1,204.66,204.66,"CB","Livré",5
"TRX00004455",2023-12-10,"CLI00007","PROD0059","VEND018",1,1734.77,1734.77,"CB","Livré",5
"TRX00004456",2023-12-10,"CLI00258","PROD0053","VEND012",4,426.58,1706.32,"CB","Annulé",0
"TRX00004457",2023-12-10,"CLI00485","PROD0013","VEND006",1,226.74,226.74,"CB","En cours",NA
"TRX00004458",2023-12-10,"CLI00385","PROD0074","VEND009",2,155.96,311.92,"PayPal","Livré",4
"TRX00004459",2023-12-10,"CLI00299","PROD0098","VEND014",2,199.93,399.86,"PayPal","Livré",3
"TRX00004460",2023-12-10,"CLI00380","PROD0005","VEND010",4,1650.01,6600.04,"PayPal","Livré",4
"TRX00004461",2023-12-10,"CLI00252","PROD0035","VEND007",1,60.38,60.38,"CB","Livré",4
"TRX00004462",2023-12-10,"CLI00217","PROD0005","VEND018",1,1466.3,1466.3,"CB","Livré",5
"TRX00004463",2023-12-10,"CLI00450","PROD0014","VEND003",1,203.39,203.39,"CB","Livré",2
"TRX00004464",2023-12-10,"CLI00186","PROD0033","VEND006",2,172.19,344.38,"CB","Livré",5
"TRX00004465",2023-12-10,"CLI00396","PROD0077","VEND008",4,398.74,1594.96,"CB","Livré",6
"TRX00004466",2023-12-10,"CLI00319","PROD0090","VEND018",1,91.06,91.06,"PayPal","Livré",2
"TRX00004467",2023-12-10,"CLI00267","PROD0035","VEND002",2,37.89,75.78,"PayPal","Livré",3
"TRX00004468",2023-12-10,"CLI00458","PROD0018","VEND009",3,118.01,354.03,"PayPal","Livré",5
"TRX00004469",2023-12-10,"CLI00209","PROD0079","VEND015",1,810.94,810.94,"CB","Livré",7
"TRX00004470",2023-12-10,"CLI00256","PROD0068","VEND004",2,799.85,1599.7,"CB","Livré",4
"TRX00004471",2023-12-10,"CLI00134","PROD0080","VEND013",2,200.16,400.32,"CB","Livré",3
"TRX00004472",2023-12-10,"CLI00361","PROD0020","VEND013",1,795.78,795.78,"CB","Livré",4
"TRX00004473",2023-12-11,"CLI00394","PROD0002","VEND004",4,177.58,710.32,"CB","Livré",5
"TRX00004474",2023-12-11,"CLI00027","PROD0037","VEND017",3,131.77,395.31,"PayPal","Livré",6
"TRX00004475",2023-12-11,"CLI00427","PROD0067","VEND002",1,393.27,393.27,"CB","Livré",3
"TRX00004476",2023-12-11,"CLI00307","PROD0003","VEND007",1,622.68,622.68,"CB","Livré",4
"TRX00004477",2023-12-11,"CLI00147","PROD0083","VEND002",5,1428.25,7141.25,"CB","Livré",3
"TRX00004478",2023-12-11,"CLI00084","PROD0011","VEND015",1,1569.22,1569.22,"PayPal","En cours",NA
"TRX00004479",2023-12-11,"CLI00489","PROD0030","VEND018",1,127.92,127.92,"CB","Livré",2
"TRX00004480",2023-12-11,"CLI00226","PROD0065","VEND016",1,307.67,307.67,"CB","Livré",5
"TRX00004481",2023-12-11,"CLI00458","PROD0014","VEND011",3,164.72,494.16,"PayPal","Livré",8
"TRX00004482",2023-12-11,"CLI00187","PROD0026","VEND013",1,709.56,709.56,"Virement","Livré",4
"TRX00004483",2023-12-11,"CLI00125","PROD0022","VEND015",3,702.12,2106.36,"CB","Livré",6
"TRX00004484",2023-12-11,"CLI00229","PROD0004","VEND001",1,2035.11,2035.11,"PayPal","Livré",4
"TRX00004485",2023-12-11,"CLI00498","PROD0041","VEND018",2,46.66,93.32,"CB","Livré",2
"TRX00004486",2023-12-11,"CLI00100","PROD0079","VEND015",4,779.14,3116.56,"CB","Livré",3
"TRX00004487",2023-12-11,"CLI00123","PROD0090","VEND003",3,111.57,334.71,"Virement","Livré",4
"TRX00004488",2023-12-11,"CLI00138","PROD0098","VEND018",5,115.23,576.15,"PayPal","Livré",5
"TRX00004489",2023-12-11,"CLI00037","PROD0015","VEND013",1,83.41,83.41,"CB","En cours",NA
"TRX00004490",2023-12-11,"CLI00272","PROD0079","VEND017",4,1281.18,5124.72,"CB","Livré",5
"TRX00004491",2023-12-11,"CLI00415","PROD0093","VEND019",4,1221.37,4885.48,"CB","Annulé",0
"TRX00004492",2023-12-11,"CLI00103","PROD0069","VEND008",1,739.83,739.83,"CB","Livré",4
"TRX00004493",2023-12-11,"CLI00403","PROD0005","VEND014",2,1437.56,2875.12,"CB","Livré",3
"TRX00004494",2023-12-11,"CLI00007","PROD0052","VEND005",1,787.2,787.2,"PayPal","Livré",10
"TRX00004495",2023-12-11,"CLI00185","PROD0046","VEND018",1,115.75,115.75,"PayPal","Annulé",0
"TRX00004496",2023-12-11,"CLI00389","PROD0034","VEND020",5,709.96,3549.8,"CB","Livré",4
"TRX00004497",2023-12-11,"CLI00158","PROD0058","VEND007",1,669.59,669.59,"PayPal","Livré",6
"TRX00004498",2023-12-12,"CLI00095","PROD0061","VEND003",3,205.92,617.76,"CB","Livré",5
"TRX00004499",2023-12-12,"CLI00186","PROD0074","VEND007",1,201.76,201.76,"CB","Livré",8
"TRX00004500",2023-12-12,"CLI00226","PROD0057","VEND017",1,99.1,99.1,"CB","Livré",2
"TRX00004501",2023-12-12,"CLI00045","PROD0051","VEND014",2,42.55,85.1,"CB","Livré",4
"TRX00004502",2023-12-12,"CLI00465","PROD0027","VEND017",1,1459.51,1459.51,"CB","Livré",5
"TRX00004503",2023-12-12,"CLI00074","PROD0100","VEND004",1,919.49,919.49,"Virement","Livré",2
"TRX00004504",2023-12-12,"CLI00298","PROD0097","VEND012",1,515.37,515.37,"PayPal","Livré",2
"TRX00004505",2023-12-12,"CLI00447","PROD0042","VEND009",2,954.92,1909.84,"CB","Livré",3
"TRX00004506",2023-12-12,"CLI00387","PROD0052","VEND007",1,845.74,845.74,"CB","Livré",3
"TRX00004507",2023-12-12,"CLI00238","PROD0017","VEND008",1,70.82,70.82,"CB","Livré",4
"TRX00004508",2023-12-12,"CLI00218","PROD0026","VEND020",1,346.18,346.18,"CB","Livré",3
"TRX00004509",2023-12-12,"CLI00042","PROD0095","VEND006",1,815.25,815.25,"PayPal","Livré",1
"TRX00004510",2023-12-12,"CLI00176","PROD0081","VEND015",4,153.04,612.16,"Virement","Livré",4
"TRX00004511",2023-12-12,"CLI00352","PROD0096","VEND009",5,109.64,548.2,"CB","Livré",5
"TRX00004512",2023-12-12,"CLI00261","PROD0051","VEND004",3,43.59,130.77,"PayPal","Livré",5
"TRX00004513",2023-12-12,"CLI00104","PROD0054","VEND008",1,59.44,59.44,"Virement","Livré",3
"TRX00004514",2023-12-12,"CLI00022","PROD0031","VEND010",1,1171,1171,"CB","Livré",5
"TRX00004515",2023-12-12,"CLI00457","PROD0016","VEND004",1,1439.18,1439.18,"CB","Livré",7
"TRX00004516",2023-12-12,"CLI00091","PROD0095","VEND004",2,903.35,1806.7,"CB","Livré",1
"TRX00004517",2023-12-12,"CLI00236","PROD0075","VEND012",4,1592.72,6370.88,"PayPal","Livré",3
"TRX00004518",2023-12-12,"CLI00399","PROD0083","VEND014",1,1376.02,1376.02,"CB","Livré",3
"TRX00004519",2023-12-12,"CLI00267","PROD0058","VEND009",1,958.92,958.92,"PayPal","Livré",3
"TRX00004520",2023-12-12,"CLI00431","PROD0028","VEND015",1,285.19,285.19,"CB","Livré",4
"TRX00004521",2023-12-12,"CLI00147","PROD0031","VEND003",2,1106,2212,"CB","En cours",NA
"TRX00004522",2023-12-12,"CLI00078","PROD0056","VEND017",2,48.62,97.24,"CB","Livré",5
"TRX00004523",2023-12-12,"CLI00218","PROD0074","VEND009",2,226.32,452.64,"PayPal","Livré",4
"TRX00004524",2023-12-12,"CLI00099","PROD0078","VEND010",1,166.99,166.99,"PayPal","Livré",5
"TRX00004525",2023-12-13,"CLI00333","PROD0080","VEND004",2,102.94,205.88,"CB","Livré",3
"TRX00004526",2023-12-13,"CLI00319","PROD0058","VEND006",3,793.65,2380.95,"PayPal","Livré",6
"TRX00004527",2023-12-13,"CLI00411","PROD0092","VEND010",2,341.97,683.94,"CB","Livré",5
"TRX00004528",2023-12-13,"CLI00276","PROD0028","VEND005",1,226.02,226.02,"CB","Livré",7
"TRX00004529",2023-12-13,"CLI00322","PROD0043","VEND015",1,644,644,"CB","Livré",5
"TRX00004530",2023-12-13,"CLI00242","PROD0090","VEND007",1,144.72,144.72,"PayPal","Livré",5
"TRX00004531",2023-12-13,"CLI00316","PROD0012","VEND003",1,1455.1,1455.1,"PayPal","Livré",6
"TRX00004532",2023-12-13,"CLI00438","PROD0015","VEND003",3,93.16,279.48,"PayPal","Livré",8
"TRX00004533",2023-12-13,"CLI00116","PROD0040","VEND018",1,132.88,132.88,"PayPal","Livré",8
"TRX00004534",2023-12-13,"CLI00413","PROD0071","VEND006",1,575.48,575.48,"PayPal","Livré",5
"TRX00004535",2023-12-13,"CLI00099","PROD0008","VEND015",2,1221.5,2443,"CB","Livré",4
"TRX00004536",2023-12-13,"CLI00349","PROD0024","VEND019",1,1271.48,1271.48,"Virement","Livré",5
"TRX00004537",2023-12-13,"CLI00354","PROD0009","VEND006",1,547.99,547.99,"CB","Livré",1
"TRX00004538",2023-12-13,"CLI00243","PROD0030","VEND009",1,151.6,151.6,"PayPal","Livré",2
"TRX00004539",2023-12-13,"CLI00041","PROD0034","VEND007",1,799.4,799.4,"CB","Livré",5
"TRX00004540",2023-12-13,"CLI00089","PROD0013","VEND004",4,277.78,1111.12,"CB","Livré",4
"TRX00004541",2023-12-13,"CLI00396","PROD0089","VEND018",4,1849.64,7398.56,"CB","Livré",6
"TRX00004542",2023-12-13,"CLI00082","PROD0091","VEND009",2,89.54,179.08,"CB","Livré",7
"TRX00004543",2023-12-13,"CLI00152","PROD0047","VEND004",2,39.48,78.96,"CB","Livré",5
"TRX00004544",2023-12-13,"CLI00290","PROD0045","VEND011",1,166.03,166.03,"PayPal","Livré",3
"TRX00004545",2023-12-13,"CLI00244","PROD0026","VEND006",3,459.59,1378.77,"CB","Livré",4
"TRX00004546",2023-12-13,"CLI00160","PROD0020","VEND013",1,947.28,947.28,"PayPal","Livré",3
"TRX00004547",2023-12-13,"CLI00070","PROD0047","VEND002",1,52.28,52.28,"CB","Livré",4
"TRX00004548",2023-12-13,"CLI00240","PROD0094","VEND016",1,522.4,522.4,"CB","Livré",4
"TRX00004549",2023-12-14,"CLI00061","PROD0054","VEND001",3,58.54,175.62,"Virement","Livré",7
"TRX00004550",2023-12-14,"CLI00132","PROD0097","VEND010",3,809.42,2428.26,"CB","Livré",3
"TRX00004551",2023-12-14,"CLI00450","PROD0091","VEND015",5,133.08,665.4,"CB","Livré",9
"TRX00004552",2023-12-14,"CLI00380","PROD0097","VEND012",3,776.44,2329.32,"CB","Livré",3
"TRX00004553",2023-12-14,"CLI00066","PROD0071","VEND014",2,570.28,1140.56,"CB","Livré",5
"TRX00004554",2023-12-14,"CLI00457","PROD0066","VEND014",1,1712.37,1712.37,"PayPal","Livré",2
"TRX00004555",2023-12-14,"CLI00219","PROD0045","VEND008",2,143.82,287.64,"CB","Livré",4
"TRX00004556",2023-12-14,"CLI00281","PROD0022","VEND012",1,468.37,468.37,"PayPal","Livré",7
"TRX00004557",2023-12-14,"CLI00320","PROD0046","VEND009",1,104.15,104.15,"PayPal","Livré",5
"TRX00004558",2023-12-14,"CLI00124","PROD0064","VEND012",3,79.1,237.3,"CB","Livré",5
"TRX00004559",2023-12-14,"CLI00275","PROD0033","VEND020",1,226.61,226.61,"CB","Annulé",0
"TRX00004560",2023-12-14,"CLI00300","PROD0086","VEND017",1,1326.05,1326.05,"CB","Livré",3
"TRX00004561",2023-12-14,"CLI00237","PROD0020","VEND006",2,854.17,1708.34,"PayPal","Livré",3
"TRX00004562",2023-12-14,"CLI00242","PROD0051","VEND002",1,37.79,37.79,"PayPal","Livré",8
"TRX00004563",2023-12-14,"CLI00228","PROD0100","VEND014",2,1137.51,2275.02,"PayPal","En cours",NA
"TRX00004564",2023-12-14,"CLI00454","PROD0096","VEND016",1,90.61,90.61,"PayPal","Livré",4
"TRX00004565",2023-12-14,"CLI00436","PROD0009","VEND007",2,494.48,988.96,"CB","Livré",3
"TRX00004566",2023-12-14,"CLI00107","PROD0083","VEND008",2,906.75,1813.5,"PayPal","Livré",5
"TRX00004567",2023-12-14,"CLI00013","PROD0030","VEND001",1,103.33,103.33,"PayPal","Livré",4
"TRX00004568",2023-12-14,"CLI00474","PROD0050","VEND015",2,1332.79,2665.58,"Virement","Livré",4
"TRX00004569",2023-12-14,"CLI00443","PROD0003","VEND002",1,701.7,701.7,"PayPal","Livré",6
"TRX00004570",2023-12-14,"CLI00493","PROD0066","VEND020",4,1892.39,7569.56,"CB","Livré",5
"TRX00004571",2023-12-14,"CLI00030","PROD0100","VEND019",1,723.53,723.53,"PayPal","Livré",2
"TRX00004572",2023-12-14,"CLI00262","PROD0033","VEND002",4,266.76,1067.04,"CB","Livré",5
"TRX00004573",2023-12-14,"CLI00159","PROD0015","VEND008",1,102.96,102.96,"PayPal","Livré",5
"TRX00004574",2023-12-14,"CLI00002","PROD0054","VEND015",1,36.49,36.49,"PayPal","Livré",1
"TRX00004575",2023-12-15,"CLI00010","PROD0058","VEND003",2,699.15,1398.3,"CB","Livré",7
"TRX00004576",2023-12-15,"CLI00116","PROD0099","VEND002",1,397.73,397.73,"CB","Livré",4
"TRX00004577",2023-12-15,"CLI00105","PROD0087","VEND011",1,1690.3,1690.3,"Virement","Livré",3
"TRX00004578",2023-12-15,"CLI00013","PROD0012","VEND005",2,903.57,1807.14,"PayPal","Livré",4
"TRX00004579",2023-12-15,"CLI00368","PROD0065","VEND001",2,433.91,867.82,"CB","Livré",4
"TRX00004580",2023-12-15,"CLI00255","PROD0055","VEND019",1,239.78,239.78,"PayPal","Livré",1
"TRX00004581",2023-12-15,"CLI00220","PROD0053","VEND016",4,432.57,1730.28,"CB","Livré",1
"TRX00004582",2023-12-15,"CLI00139","PROD0068","VEND002",2,801.29,1602.58,"PayPal","Livré",5
"TRX00004583",2023-12-15,"CLI00148","PROD0099","VEND013",2,641.63,1283.26,"CB","Livré",5
"TRX00004584",2023-12-15,"CLI00233","PROD0097","VEND006",1,880.67,880.67,"PayPal","Livré",3
"TRX00004585",2023-12-15,"CLI00101","PROD0067","VEND014",1,491.51,491.51,"CB","Livré",3
"TRX00004586",2023-12-15,"CLI00250","PROD0039","VEND018",4,436.13,1744.52,"PayPal","Livré",5
"TRX00004587",2023-12-15,"CLI00232","PROD0049","VEND013",3,66.64,199.92,"CB","Livré",3
"TRX00004588",2023-12-15,"CLI00353","PROD0018","VEND017",2,157.55,315.1,"CB","Livré",4
"TRX00004589",2023-12-15,"CLI00326","PROD0088","VEND019",3,955.12,2865.36,"Virement","En cours",NA
"TRX00004590",2023-12-15,"CLI00337","PROD0040","VEND015",2,108.36,216.72,"CB","Livré",4
"TRX00004591",2023-12-15,"CLI00486","PROD0023","VEND012",1,402.46,402.46,"CB","Livré",5
"TRX00004592",2023-12-15,"CLI00210","PROD0040","VEND007",1,124.52,124.52,"Virement","Livré",4
"TRX00004593",2023-12-16,"CLI00044","PROD0071","VEND007",1,465.29,465.29,"CB","Livré",4
"TRX00004594",2023-12-16,"CLI00350","PROD0050","VEND010",2,1387.9,2775.8,"Virement","Livré",3
"TRX00004595",2023-12-16,"CLI00364","PROD0057","VEND003",1,118.68,118.68,"PayPal","Livré",3
"TRX00004596",2023-12-16,"CLI00267","PROD0049","VEND017",1,70.14,70.14,"PayPal","Livré",4
"TRX00004597",2023-12-16,"CLI00047","PROD0038","VEND003",2,134.65,269.3,"CB","Livré",2
"TRX00004598",2023-12-16,"CLI00099","PROD0012","VEND013",1,1574.78,1574.78,"CB","Livré",4
"TRX00004599",2023-12-16,"CLI00150","PROD0056","VEND012",1,41.84,41.84,"CB","Livré",4
"TRX00004600",2023-12-16,"CLI00202","PROD0024","VEND018",2,1284.86,2569.72,"PayPal","Livré",2
"TRX00004601",2023-12-16,"CLI00432","PROD0050","VEND003",4,1246.36,4985.44,"CB","Livré",5
"TRX00004602",2023-12-16,"CLI00469","PROD0026","VEND015",4,654.37,2617.48,"CB","Livré",4
"TRX00004603",2023-12-16,"CLI00466","PROD0096","VEND009",3,147.6,442.8,"CB","Livré",6
"TRX00004604",2023-12-16,"CLI00250","PROD0006","VEND019",1,119.19,119.19,"CB","Livré",5
"TRX00004605",2023-12-16,"CLI00413","PROD0085","VEND015",1,97.82,97.82,"CB","Livré",4
"TRX00004606",2023-12-16,"CLI00182","PROD0083","VEND006",4,1281.53,5126.12,"CB","Livré",6
